order_week,gmv,sla,product_procurement_sla,s1_fact.order_payment_type_Prepaid,product_mrp,sale_price_per_unit,spec_days,NPS,Stock Index,Total Investment,TV,Digital,Sponsorship,Content Marketing,Online marketing, Affiliates,SEM,Radio,Other,product_analytic_vertical_Binoculars,product_analytic_vertical_BoomBox,product_analytic_vertical_CameraAccessory,product_analytic_vertical_CameraBag,product_analytic_vertical_CameraBattery,product_analytic_vertical_CameraBatteryCharger,product_analytic_vertical_CameraBatteryGrip,product_analytic_vertical_CameraEyeCup,product_analytic_vertical_CameraFilmRolls,product_analytic_vertical_CameraMicrophone,product_analytic_vertical_CameraMount,product_analytic_vertical_CameraRemoteControl,product_analytic_vertical_CameraTripod,product_analytic_vertical_CoolingPad,product_analytic_vertical_DJController,product_analytic_vertical_Dock,product_analytic_vertical_DockingStation,product_analytic_vertical_ExtensionTube,product_analytic_vertical_FMRadio,product_analytic_vertical_Filter,product_analytic_vertical_Flash,product_analytic_vertical_GamePad,product_analytic_vertical_GamingAccessoryKit,product_analytic_vertical_GamingAdapter,product_analytic_vertical_GamingChargingStation,product_analytic_vertical_GamingGun,product_analytic_vertical_GamingHeadset,product_analytic_vertical_GamingKeyboard,product_analytic_vertical_GamingMemoryCard,product_analytic_vertical_GamingMouse,product_analytic_vertical_GamingMousePad,product_analytic_vertical_GamingSpeaker,product_analytic_vertical_HiFiSystem,product_analytic_vertical_HomeAudioSpeaker,product_analytic_vertical_JoystickGamingWheel,product_analytic_vertical_Lens,product_analytic_vertical_MotionController,product_analytic_vertical_SlingBox,product_analytic_vertical_Softbox,product_analytic_vertical_SoundMixer,product_analytic_vertical_Strap,product_analytic_vertical_TVOutCableAccessory,product_analytic_vertical_Telescope,product_analytic_vertical_VoiceRecorder,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm)
43.0,1840463.0,6.608222873722355,3.0429214185831133,0.17856347885838517,3685.18809608661,1787.4757525511034,0.0,1.43220609464504,39.03225806451611,5.488912818333486,0.19821648692949198,0.4071767666599389,2.7313719847185376,0.1110991856995266,0.7861863786140504,0.22495842283580453,1.0299035928761355,0.0,0.0,0.0457516339869281,0.0457516339869281,0.0457516339869281,0.0457516339869281,0.0457516339869281,0.0457516339869281,0.0392156862745098,0.0,0.0457516339869281,0.0,0.0392156862745098,0.032679738562091505,0.0457516339869281,0.0,0.0,0.006535947712418301,0.0196078431372549,0.006535947712418301,0.0457516339869281,0.0457516339869281,0.006535947712418301,0.0457516339869281,0.0,0.013071895424836602,0.0,0.0,0.0457516339869281,0.013071895424836602,0.006535947712418301,0.032679738562091505,0.0196078431372549,0.0,0.0457516339869281,0.0457516339869281,0.0,0.0457516339869281,0.0,0.0,0.0,0.0,0.006535947712418301,0.0457516339869281,0.026143790849673203,0.0,19.8,11.5,15.680000000000001,2.32,0.0,0.8400000000000001,0.0,0.8400000000000001,0.0
44.0,2144573.5,6.0655900305032695,2.5242686845114766,0.19350777170480257,2106.4728305644385,1271.4761918135137,0.0,1.436508832949732,39.0984258064516,5.367898243257425,0.19637556440362508,0.3955076103849173,2.659085004853764,0.10772388715859312,0.7818940938047607,0.2247952376315109,1.0025168450202513,0.0,0.0,0.056,0.0,0.056,0.048,0.048,0.048,0.0,0.0,0.0,0.0,0.0,0.008,0.048,0.0,0.0,0.008,0.0,0.0,0.056,0.048,0.048,0.048,0.04,0.048,0.0,0.0,0.048,0.048,0.032,0.056,0.04,0.0,0.0,0.048,0.016,0.048,0.0,0.0,0.0,0.0,0.016,0.04,0.0,0.0,15.75,6.0,10.9,7.1,0.0,0.9,0.0,0.9,0.0
45.0,3828499.001151176,6.3185158369447985,2.425121846521945,0.1805208357038722,1360.035849444943,776.7014231347222,0.0,1.5666666666666635,41.10000000000006,1.707207347206378,0.14068765799615832,0.04251563306549946,0.47240386394423534,0.005621106295352393,0.6520524783237288,0.21985888520162702,0.17406772237977913,0.0,0.0,0.04964539007092199,0.0070921985815602835,0.0,0.04964539007092199,0.04964539007092199,0.0425531914893617,0.014184397163120567,0.0,0.0,0.0,0.0,0.04964539007092199,0.04964539007092199,0.0070921985815602835,0.0,0.0425531914893617,0.0,0.0,0.0,0.04964539007092199,0.04964539007092199,0.04964539007092199,0.04964539007092199,0.0425531914893617,0.0,0.0,0.04964539007092199,0.028368794326241134,0.014184397163120567,0.04964539007092199,0.04964539007092199,0.0070921985815602835,0.0,0.04964539007092199,0.03546099290780142,0.04964539007092199,0.0,0.0,0.0,0.0,0.014184397163120567,0.04964539007092199,0.0,0.0,19.5,8.3,13.919999999999998,4.08,0.0,1.72,0.0,1.72,0.0
46.0,798565.0,6.884443464095737,2.645984383722128,0.27231581324766513,3513.318279485267,2425.20638361302,0.6962025316455697,1.5666666666666638,41.099999999999945,1.7072073472063782,0.14068765799615862,0.042515633065499464,0.47240386394423406,0.005621106295352392,0.6520524783237303,0.21985888520162636,0.17406772237977955,0.0,0.0,0.06329113924050633,0.0,0.0,0.0379746835443038,0.0759493670886076,0.012658227848101266,0.0,0.0,0.02531645569620253,0.0,0.0,0.06329113924050633,0.08860759493670886,0.0,0.0,0.012658227848101266,0.0,0.0,0.0759493670886076,0.012658227848101266,0.012658227848101266,0.08860759493670886,0.0759493670886076,0.0,0.0,0.0,0.0,0.0,0.0,0.0759493670886076,0.0,0.0,0.0,0.08860759493670886,0.0,0.0759493670886076,0.0379746835443038,0.0,0.0,0.0,0.0,0.0759493670886076,0.0,0.0,14.0,3.6666666666666665,8.833333333333334,9.166666666666666,0.0,5.133333333333333,0.0,5.133333333333333,0.0
47.0,676852.0,6.653050533623129,2.6218243906470353,0.19141537122793412,1586.3751297968777,1018.4630927646728,0.0,1.5666666666666638,41.09999999999994,1.707207347206378,0.14068765799615865,0.042515633065499464,0.47240386394423467,0.0056211062953523926,0.6520524783237305,0.21985888520162666,0.1740677223797795,0.0,0.0,0.07,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.01,0.0,0.0,0.0,0.0,0.07,0.04,0.07,0.04,0.07,0.01,0.0,0.0,0.07,0.01,0.01,0.07,0.01,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,8.5,3.625,6.075,11.925,0.0,3.3,2.5,5.8,1.75
48.0,3247735.501085544,5.882506705024072,2.989538404873671,0.2752018351144635,2827.3343650154593,1708.9827086968264,0.0,1.5666666666666635,41.10000000000007,1.707207347206378,0.14068765799615826,0.04251563306549946,0.4724038639442354,0.005621106295352393,0.6520524783237287,0.21985888520162705,0.1740677223797791,0.0,0.0,0.04827586206896552,0.04827586206896552,0.0,0.04827586206896552,0.04827586206896552,0.04827586206896552,0.006896551724137931,0.0,0.0,0.0,0.0,0.027586206896551724,0.04827586206896552,0.0,0.0,0.04827586206896552,0.0,0.0,0.04827586206896552,0.04827586206896552,0.020689655172413793,0.04827586206896552,0.041379310344827586,0.04827586206896552,0.0,0.0,0.04827586206896552,0.04827586206896552,0.0,0.04827586206896552,0.04827586206896552,0.0,0.0,0.04827586206896552,0.006896551724137931,0.04827586206896552,0.027586206896551724,0.0,0.0,0.0,0.0,0.04827586206896552,0.0,0.0,8.25,3.5,7.8,10.2,0.0,5.8,0.0,5.8,0.0
49.0,28214.0,5.572619047619048,2.8785714285714286,0.2791666666666667,3684.0,743.0178571428571,0.0,1.5131182795698919,36.53032258064517,2.7489212301666406,0.16074284818689866,0.07629709245354578,1.2864857779092589,0.022905994763938026,0.6963775505747731,0.22007783673102876,0.2860341295471964,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7.0,-4.0,1.8,16.2,0.0,2.0,0.0,2.0,0.0
50.0,1429935.0,5.816570202093424,2.806857049614365,0.20352701708383317,1797.566374435771,1047.0564533726292,0.0,1.4774193548387107,33.48387096774194,3.443397152140149,0.17411297498072525,0.09881806537891015,1.8292070538859395,0.0344292537429952,0.7259275987421363,0.220223804417297,0.36067840099214193,0.0,0.0,0.018867924528301886,0.0,0.0,0.0660377358490566,0.0660377358490566,0.02830188679245283,0.0,0.0,0.0,0.0,0.0,0.0,0.0660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.05660377358490566,0.04716981132075472,0.0660377358490566,0.0660377358490566,0.0660377358490566,0.0,0.0,0.0660377358490566,0.03773584905660377,0.03773584905660377,0.0660377358490566,0.04716981132075472,0.0,0.0,0.0660377358490566,0.0,0.0660377358490566,0.0,0.0,0.0,0.0,0.009433962264150943,0.05660377358490566,0.0,0.0,11.75,5.25,8.525,9.475,0.0,0.15,0.0,0.15,0.0
52.0,2260322.0,6.227622660007351,2.373136082624226,0.265046364777612,2486.846941844461,1487.3544803238249,0.40875912408759124,1.4774193548387087,33.4838709677419,3.4433971521401525,0.1741129749807255,0.0988180653789103,1.8292070538859393,0.034429253742995165,0.7259275987421353,0.22022380441729722,0.3606784009921421,0.0,0.0,0.029197080291970802,0.0,0.0,0.051094890510948905,0.051094890510948905,0.051094890510948905,0.0,0.0,0.0,0.0,0.0,0.043795620437956206,0.043795620437956206,0.0,0.0,0.029197080291970802,0.0,0.0,0.051094890510948905,0.029197080291970802,0.043795620437956206,0.051094890510948905,0.029197080291970802,0.051094890510948905,0.0,0.0,0.051094890510948905,0.043795620437956206,0.051094890510948905,0.051094890510948905,0.051094890510948905,0.0072992700729927005,0.0,0.051094890510948905,0.0072992700729927005,0.051094890510948905,0.0,0.0,0.0,0.0,0.014598540145985401,0.0364963503649635,0.0,0.029197080291970802,12.166666666666666,2.5,8.05,9.95,0.0,7.199999999999999,0.0,7.199999999999999,0.0
53.0,1313447.0,6.143442924023499,2.4186226649314606,0.2836139270553022,2299.543465015954,1521.2938483400267,1.0,1.5191300427430203,33.935483870967786,2.3934193548387115,0.14129032258064528,0.014709677419354838,0.13548387096774214,0.029032258064516144,0.7387096774193553,0.23774193548387093,0.13548387096774214,0.0870967741935483,0.8738709677419364,0.05454545454545454,0.0,0.0,0.05454545454545454,0.05454545454545454,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.05454545454545454,0.05454545454545454,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.05454545454545454,0.05454545454545454,0.05454545454545454,0.03636363636363636,0.0,0.0,0.0,0.05454545454545454,0.03636363636363636,0.05454545454545454,0.05454545454545454,0.05454545454545454,0.0,0.0,0.05454545454545454,0.03636363636363636,0.05454545454545454,0.0,0.0,0.0,0.0,0.01818181818181818,0.03636363636363636,0.0,0.0,6.5,-2.0,2.3,15.7,0.0,0.0,0.0,0.0,0.0
54.0,4332693.0,5.870445355982425,2.611272330618366,0.205043992989765,1791.6691489018283,1079.0411968103308,0.0,1.5191300427430232,33.93548387096779,2.393419354838712,0.14129032258064483,0.014709677419354852,0.13548387096774203,0.02903225806451607,0.7387096774193539,0.23774193548387082,0.13548387096774203,0.08709677419354861,0.8738709677419363,0.045454545454545456,0.0,0.0,0.045454545454545456,0.045454545454545456,0.03896103896103896,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.0,0.045454545454545456,0.045454545454545456,0.032467532467532464,0.045454545454545456,0.045454545454545456,0.0,0.012987012987012988,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.03896103896103896,0.045454545454545456,0.0,0.032467532467532464,5.5,-5.333333333333333,0.06666666666666672,17.933333333333334,0.0,7.866666666666667,2.3333333333333335,10.200000000000001,0.0
55.0,3108862.0,6.250401846389317,2.621536062831032,0.2067624325937762,3010.080002622815,2063.2653095659402,0.0,1.5191300427430248,33.93548387096779,2.3934193548387155,0.14129032258064478,0.014709677419354814,0.13548387096774228,0.029032258064516144,0.7387096774193553,0.2377419354838701,0.13548387096774228,0.08709677419354855,0.8738709677419364,0.03431372549019608,0.03431372549019608,0.03431372549019608,0.03431372549019608,0.03431372549019608,0.03431372549019608,0.0196078431372549,0.00980392156862745,0.03431372549019608,0.0,0.03431372549019608,0.0196078431372549,0.03431372549019608,0.0,0.00980392156862745,0.03431372549019608,0.024509803921568627,0.00980392156862745,0.03431372549019608,0.03431372549019608,0.03431372549019608,0.03431372549019608,0.029411764705882353,0.024509803921568627,0.00980392156862745,0.0,0.03431372549019608,0.024509803921568627,0.029411764705882353,0.03431372549019608,0.0196078431372549,0.0,0.024509803921568627,0.03431372549019608,0.00980392156862745,0.03431372549019608,0.004901960784313725,0.0,0.0,0.004901960784313725,0.00980392156862745,0.029411764705882353,0.03431372549019608,0.03431372549019608,0.6666666666666666,-8.166666666666666,-3.733333333333333,21.733333333333334,0.0,2.533333333333333,0.0,2.533333333333333,10.333333333333334
56.0,3285884.000233303,6.56039073129821,2.5819756805457126,0.2610148768412626,2152.11963624142,1315.2504990662362,0.4444444444444444,1.5191300427430225,33.93548387096779,2.3934193548387097,0.14129032258064486,0.014709677419354873,0.13548387096774187,0.029032258064516037,0.7387096774193543,0.2377419354838712,0.13548387096774187,0.08709677419354854,0.8738709677419364,0.02962962962962963,0.0,0.0,0.05185185185185185,0.05185185185185185,0.05185185185185185,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.044444444444444446,0.0,0.0,0.05185185185185185,0.0,0.0,0.0,0.05185185185185185,0.05185185185185185,0.05185185185185185,0.05185185185185185,0.0,0.0,0.0,0.05185185185185185,0.05185185185185185,0.05185185185185185,0.05185185185185185,0.044444444444444446,0.044444444444444446,0.0,0.05185185185185185,0.007407407407407408,0.05185185185185185,0.0,0.0,0.0,0.0,0.02962962962962963,0.02962962962962963,0.0,0.0,0.0,-9.0,-1.8,19.8,0.0,0.0,0.0,0.0,0.0
57.0,2319771.0,6.50918413234264,2.6024281988086777,0.20378976037454666,1696.7220263479892,961.313505120096,0.0,1.5191300427430237,33.93548387096779,2.3934193548387124,0.14129032258064483,0.014709677419354845,0.13548387096774206,0.029032258064516082,0.7387096774193538,0.23774193548387068,0.13548387096774206,0.08709677419354864,0.8738709677419363,0.043478260869565216,0.0,0.006211180124223602,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.012422360248447204,0.0,0.0,0.043478260869565216,0.037267080745341616,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.037267080745341616,0.0,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.024844720496894408,0.0,0.043478260869565216,0.0,0.043478260869565216,0.006211180124223602,0.0,0.0,0.0,0.012422360248447204,0.043478260869565216,0.037267080745341616,0.043478260869565216,5.75,-9.0,-1.8,19.8,0.0,0.0,0.0,0.0,0.0
